word,machine,human,label
untruthful,mara gaskiya,mara gaskiya,negative
inspire,wahayi,taba ruhi,positive
rejuvenating,sake sabuntawa,sake sabuntawa,positive
prospects,masu yiwuwa,yana fata,positive
lunatic,mahaukaci,mahaukaci,negative
motherfucking,bacin rai,bacin rai,negative
insults,zagi,zagi,negative
symbolic,na alama,na alama,positive
exonerated,zargewa,zugawa,positive
avoided,kauce masa,kauce,negative
wrongly,ba daidai ba,ba daidai ba,negative
miraculousness,banmamaki,mai mu'ujiza,positive
protesters,masu zanga-zangar,masu zanga-zangar,negative
disses,kayan abinci,ya na batanci,negative
interferes,tsangwama,ya tsoma baki,negative
wail,yi kuka,yi kuka,negative
swearing,rantsuwa,rantsuwa,negative
knowing,sani,sani,positive
alarmingly,da firgici,cikin firgici,negative
long-lasting,dadewa,dadewa,positive
craven,nema,nema,negative
inhibition,hanawa,hanawa,negative
fleer,mai gudu,mai gudu,negative
inimitable,m,sosa zuciya,positive
admiral,Admiral,jagoran matafya a ruwa,positive
discouragement,karaya,karaya,negative
rejecting,kãfirta,kin yarda da,negative
resolving,warware,warware,positive
romance,soyayya,soyayya,positive
intelligible,fahimta,fahimta,positive
reprisal,ramuwar gayya,ramuwar gayya,negative
radiate,haskaka,haskaka,positive
awful,mummunan,mummunan,negative
blowout,fashewa,fashewa,negative
gritty,gritty,murna a tsorace,negative
sincerest,rashin kwanciyar hankali,gaskiya ainun,positive
fainting,suma,suma,negative
imposes,dorawa,dorawa,negative
bliss,ni'ima,ni'ima,positive
ensemble,tara,tara,positive
extremism,tsattsauran ra'ayi,tsattsauran ra'ayi,negative
conversational,hira,hira,positive
lamentable,makoki,abin nadama,negative
straighten,daidaita,daidaita,positive
integrated,hadedde,hadedde,positive
slough,m,bakin ciki matuka,negative
advent,zuwan,zuwan,positive
pamperedness,ciwon mara,shagwabawa,positive
journey,tafiya,tafiya,positive
disrespecting,rashin girmamawa,rashin girmamawa,negative
disvalue,rage daraja,rage daraja,negative
exultation,murna,murna,positive
uproariously,uproariously,cikin tashin hankali,negative
streaky,m,wanda ba a dogara da shi,negative
emancipation,'yanci,'yanci,positive
undesirable,wanda ba'a so,wanda ba'a so,negative
clique,yanki,yanki,negative
annihilated,halaka,halaka,negative
tortious,azaba,azaba,negative
disgustful,abin ƙyama,abin ƙyama,negative
worthless,mara daraja,mara daraja,negative
vitality,mahimmanci,mahimmanci,positive
chill,huce,sanyi,negative
mockingly,ba'a,ba'a,negative
veteran,tsohon soja,gwani,positive
benifits,benifits,yana cin gajiya,positive
burned,ƙone,ƙone,negative
oversights,kulawa,dauke kai,negative
demoralize,karaya,karaya,negative
romanticism,romanticism,nuna shauki,positive
cock,zakara,zakara,negative
charmed,fara'a,fara'a,positive
peeled,bawo,bawo,negative
illumine,rashin lafiya,rashin lafiya,positive
bumping,cin karo,cin karo,negative
merciless,mara tausayi,mara tausayi,negative
success,nasara,nasara,positive
dextrous,dextrous,iya abu da hannu,positive
synod,majalisar dattawan,majalisar dattawan,positive
buffet,abinci,abinci,negative
craftly,da wayo,da wayo,negative
resolve,warware,warware,positive
secretion,asiri,asiri,negative
propitiously,propitiously,cikin ladabi,positive
tremendously,tremendously,mai ban dadi,positive
resolved,warware,warware,positive
despotic,nuna iko,nuna iko,negative
angel,mala'ika,mala'ika,positive
inspired,wahayi,taba ruhi,positive
laudably,laudably,abin yabo,positive
exhilarate,exhilarate,murna,positive
stark,tazara,tazara,negative
wisely,cikin hikima,cikin hikima,positive
rat,bera,bera,negative
likable,wanda ake so,wanda ake so,positive
dismal,mara kyau,mara kyau,negative
frowning,yamutsa fuska,fuskar shanu,negative
effigy,madogara,madogara,negative
inaptitude,rashin fahimta,rashin fahimta,negative
protested,nuna rashin amincewa,nuna rashin amincewa,negative
blessed,mai albarka,mai albarka,positive
leaking,yayyo,yoyo,negative
reputation,suna,kima,positive
death,mutuwa,mutuwa,negative
empathetic,mai tausayi,mai tausayi,positive
contrive,yi nasara,yi nasara,negative
retaliatory,ramawa,ramuwa,negative
laxative,mai laxative,mai sako-sako,negative
favorited,fi so,fi so,positive
misleading,mai yaudara,mai yaudara,negative
furious,fusata,fusata,negative
embattled,saka,saka,negative
floral,na fure,na fure,positive
spirit,ruhu,ruhu,positive
grit,grit,kwantsi,positive
marshal,marshal,jagoran 'yan doka,positive
crabby,kaguwa,kaguwa,negative
labor,aiki,aiki,positive
solid,m,mai karfi,positive
allow,ba da izini,ba da izini,positive
cannibal,cin naman mutane,cin naman mutane,negative
paraphrase,fasara,fasara,positive
uproarous,tashin hankali,tashin hankali,negative
critic,mai suka,mai suka,negative
trembling,rawar jiki,rawar jiki,negative
knowledge,ilmi,ilmi,positive
pepping,pepping,karsashi,positive
stirringly,motsawa,motsawa,positive
enraging,bacin rai,bacin rai,negative
splinter,tsagewa,tsagewa,negative
aggrieved,damuwa,damuwa,negative
lifeless,mara rai,mara rai,negative
douchebags,jakunkunan douche,mutumin banza,negative
bored,gundura,gundura,negative
seniority,babba,babba,positive
legally,bisa doka,bisa doka,positive
unproving,mara tabbaci,mara tabbaci,negative
bountiful,falala,falala,positive
travesties,cinikayya,cinikayya,negative
prisoners,fursunoni,fursunoni,negative
cry,yi kuka,yi kuka,negative
refutation,karyatawa,karyatawa,negative
gout,gout,dandano,negative
impressively,burgewa,burgewa,positive
apprehension,fargaba,fargaba,negative
riotous,rudani,rudani,negative
betrothed,alkawari,alkawari,positive
confidence,amincewa,amincewa,positive
melancholic,melancholic,bayyana takaici da bacin rai,negative
depression,damuwa,damuwa,negative
holiday,biki,biki,positive
practiced,aikatawa,aikatawa,positive
omnipotence,madaukaki,madaukaki,positive
brainiest,mafi jaruntaka,mafi hankali,positive
needlessly,bukata,a halin rashin bukata,negative
gruesome,m,mara dadi sosai,negative
fatuity,fatuity,sakarci,negative
awaited,ana jira,jira,negative
unsurpassed,mara kyau,mara kyau,positive
quarrelsome,mai rigima,mai rigima,negative
bulkier,mafi girma,mafi girma,negative
wary,yi hankali,yi hankali,negative
optimist,mai kyakkyawan fata,mai kyakkyawan fata,positive
time-consuming,cin lokaci,cin lokaci,negative
divine,allahntaka,kudura,positive
fresher,sabo ne,sabo ne,positive
amicably,cikin nutsuwa,cikin nutsuwa,positive
splatter,shimfidawa,shimfidawa,negative
grind,niƙa,niƙa,negative
cheering,murna,murna,positive
swiftly,da sauri,da sauri,positive
well-behaved,da-kyau,kintsatstse,positive
rubbish,shara,shirme,negative
fawn,fawa,fawa,negative
calumniously,karafarini,karafarini,negative
skill,fasaha,fasaha,positive
sue,kai ƙara,kai ƙara,negative
grimace,yamutsi,yamutsi,negative
ingrate,ingrate,mara godiya,negative
violates,keta,keta,negative
convivial,tabbatacce,tabbatacce,positive
classify,rarrabasu,rarrabasu,positive
sea,teku,teku,positive
culpable,m,mai laifi,negative
two-faced,mai fuska biyu,mai fuska biyu,negative
unskilled,maras iyawa,maras iyawa,negative
fools,wawaye,wawaye,negative
dispassionate,m,rashin sha'awa,negative
usable,mai amfani,mai amfani,positive
unified,hadaka,hadaka,positive
destains,yana jira,yana  jira,negative
addresses,adiresoshin,yana  bayani,positive
forebodingly,karafarini,karafarini,negative
loathsome,abin ƙyama,abin ƙyama,negative
fulfills,cika,yana cika,positive
sissy,sissy,matsoraci,negative
fatal,m,mummuna,negative
regulate,daidaita,daidaita,positive
dismayed,firgita,firgita,negative
tetchily,saudala,mai jin haushi,negative
retrograde,retrograde,koma-baya,negative
collapses,ya rushe,yana durkushewa,negative
tale,labari,labari,positive
setbacks,koma baya,koma baya,negative
smiled,yayi murmushi,murmushi,positive
fumes,hayaki,yana huci,negative
greenwasher,injin wanki,yada karya,negative
infect,cutar,cutar,negative
engulf,tsunduma,tsunduma,negative
saturated,m,mai danshi,negative
impiety,rashin tsarki,rashin tsarki,negative
dents,dents,yana  lankwasa,negative
management,gudanarwa,gudanarwa,positive
theft,sata,sata,negative
agreeable,m,yardajje,positive
weak,mai rauni,mai rauni,negative
breaks,karya,yana karya,negative
brave,jarumi,jarumi,positive
kook,kook,mahaukaci,negative
acclamation,sanarwa,sanarwa,positive
renewal,sabuntawa,sabuntawa,positive
full,cika,cika,positive
bungle,daji,yin abu ba kulawa,negative
afflict,wahalar,wahalar,negative
mule,alfadari,alfadari,negative
kitten,yar kyanwa,yar kyanwa,positive
focus,mayar da hankali,mayar da hankali,positive
larceny,zalunci,zalunci,negative
gooood,kyau,kyau,positive
delighting,murna,murna,positive
prodigy,Karin bayani,dan baiwa,positive
bodyguard,mai gadi,mai gadin mutum,positive
ruin,lalacewa,lalacewa,negative
corrosions,lalata,lalata,negative
neighbor,makwabci,makwabci,positive
grow,girma,girma,positive
richness,arziki,arziki,positive
forgiving,gafartawa,gafartawa,positive
vanquish,cin nasara,cin nasara,positive
scrutinize,bincika,bincika,negative
exceeding,wucewa,wucewa,positive
befall,bugawa,bugawa,negative
declaim,sanarwa,sanarwa,negative
confession,ikirari,ikirari,negative
bonkers,masu cin nasara,masu cin nasara,negative
justifiable,mai gaskiya,mai gaskiya,positive
stumps,kututture,kututture,negative
gainsay,gainsay,musantawa,negative
contributor,mai ba da gudummawa,mai ba da gudummawa,positive
enthuse,sha'awa,sha'awa,positive
troublingly,cikin damuwa,cikin damuwa,negative
priceless,m,mara farashi,positive
frazzle,m,mutuwar jiki,negative
protective,m,abin karewa,positive
inventor,mai ƙirƙira,mai ƙirƙira,positive
weakening,raunana,raunana,negative
vindictive,ramawa,ramawa,negative
enthral,mai ban sha'awa,mai ban sha'awa,positive
toxin,guba,guba,negative
dignity,mutunci,mutunci,positive
phonetic,sautin,sautin,positive
sincerely,da gaske,da gaske,positive
gaol,gaul,cin raga,negative
deformed,mara kyau,mara kyau,negative
clog,toshe,toshe,negative
displeasing,m,mara dadi,negative
denunciate,la'anta,la'anta,negative
assail,kai hari,kai hari,negative
amend,gyara,gyara,positive
redeeming,fansa,fansa,positive
smoldering,ƙonewa,karfin sha'awa,negative
vengefully,rama,rama,negative
mange,girma,girma,negative
eery,kowane,kowane,negative
hell-bent,jahannama-lankwasa,Jefa kai ga halaka,negative
fib,fib,karamar karya,negative
aptitude,iyawa,iyawa,positive
self-determination,yanke hukunci kai,yanke hukunci da kai,positive
nemesis,nemesis,abokin gaba,negative
celebrates,murna,yana murna,positive
gratify,yarda,yarda,positive
dependence,dogaro,dogaro,negative
sturdy,mai ƙarfi,cikin karfi,positive
agony,azaba,azaba,negative
grievous,mai ban tsoro,mai ban tsoro,negative
accusation,zargi,zargi,negative
liberal,mai sassaucin ra'ayi,mai sassaucin ra'ayi,negative
agonises,tashin hankali,yana bakantawa,negative
disoriented,rikicewa,rikicewa,negative
accepts,karba,karba,positive
impractical,ba shi da amfani,ba shi da amfani,negative
caustically,a hankali,a hankali,negative
lateness,jinkiri,jinkiri,negative
fugitive,mai gudu,mai gudu,negative
fecal,najasa,najasa,negative
mover,mai motsawa,mai motsawa,positive
over-balanced,kan-daidaita,kan-daidaita,negative
maturely,balaga,balaga,positive
obnoxious,abin ƙyama,abin ƙyama,negative
farce,farce,wasan kwaikwayo mai sanya dariya,negative
exhilarates,exhilarates,Ya kayatar,positive
distinguished,bambanta,bambanta,positive
edict,doka,doka,negative
snake,maciji,maciji,negative
obsessively,cikin damuwa,cikin damuwa,negative
offense,laifi,laifi,negative
monopolized,monopolized,mallake,negative
dispel,kore,kore,negative
elegant,mai ladabi,mai ladabi,positive
delegate,wakili,wakili,positive
enslaved,bayi,bautar,negative
model,samfurin,samfurin,positive
disappear,bace,bata,negative
incubus,incubus,jima'i da mai barci,negative
bestial,mafi kyawu,mafi kyawu,negative
ill-advised,rashin nasiha,rashin nasiha,negative
trumpet,ƙaho,ƙaho,negative
murderous,mai kisan kai,mai kisan kai,negative
mourn,yi baƙin ciki,yi baƙin ciki,negative
prosperity,wadata,wadata,positive
washed-out,wanka-fita,shafewa,negative
blasphemy,sabo,sabo,negative
wobbled,girgiza,girgiza,negative
antagonism,adawa,adawa,negative
destroys,halaka,Yana lalata,negative
hollow,m,mara muhimmanci,negative
prejudiced,son zuciya,son zuciya,negative
agitation,tashin hankali,tashin hankali,negative
impervious,m,mai kariya,positive
abrasive,shafe-shafe,shafe-shafe,negative
ridiculous,ba'a,mai ban dariya,negative
impressive,ban sha'awa,ban sha'awa,positive
individualized,keɓaɓɓe,keɓaɓɓe,positive
unsatisfactory,mara gamsarwa,mara gamsarwa,negative
butt,gindi,duwawu,negative
incurable,maras magani,maras magani,negative
fervidly,a hankali,a hankali,positive
obnoxiously,rashin kulawa,rashin kulawa,negative
legal,na shari'a,na shari'a,positive
like,kamar,kamar,positive
decline,ƙi,ƙi,negative
quicksilver,mai sauri,mai sauri,negative
corrective,gyara,gyara,positive
grouchy,makura,makura,negative
midwife,ungozoma,ungozoma,positive
staunchness,dagewa,dagewa,positive
impressiveness,burgewa,burgewa,positive
handsomely,kyakkyawa,kyakkyawa,positive
peaceable,mai son zaman lafiya,mai son zaman lafiya,positive
gripes,kamewa,ya kame,negative
enticingly,cikin hankali,a yaudare,positive
samurai,samurai,sojan kasar Sin,positive
lier,lier,makaryaci,negative
triumphant,cin nasara,cin nasara,positive
proud,girman kai,girman kai,positive
gentry,mutunci,mutunci,positive
thinker,mai tunani,mai tunani,positive
wiles,wayoyi,wayoyi,negative
authoritarian,mai iko,mai iko,negative
subtract,rage,rage,negative
stave,tsaya,tsaya,negative
lesson,darasi,darasi,positive
brotherly,dan uwa,dan uwa,positive
vaccine,allurar rigakafi,allurar rigakafi,positive
frightening,tsoratarwa,tsoratarwa,negative
vocabulary,ƙamus,kalmomi,positive
fallen,fadi,fadi,negative
over-hyped,wuce gona da iri,zuzutawa,negative
revolt,tawaye,tawaye,negative
misrepresentation,bata suna,rashin wakilci,negative
tree,itace,bishiya,positive
mildew,mildew,funfuna,negative
murder,kisan kai,kisan kai,negative
bump,yi karo,yi karo,negative
pacific,pacific,nutsuwa,positive
flareup,flareup,barkewa,negative
baboon,biri,biri,negative
polution,ruwan sha,ruwan sha,negative
refusal,ƙi,ƙi,negative
unreasonably,rashin hankali,rashin hankali,negative
inspires,wahayi,yana taba ruhi,positive
gash,gashe,gashe,negative
faze,duba,duba,negative
decomposition,bazuwar,bazuwar,negative
wholesome,mai kyau,mai kyau,positive
hail,ƙanƙara,yabawa,positive
satisfy,gamsar,gamsar,positive
erroneous,kuskure,mai kuskure,negative
collusion,haɗin kai,gamuwa,negative
cruelty,mugunta,mugunta,negative
drop-out,daina,daina,negative
won,lashe,lashe,positive
dissolution,rushewa,rushewa,negative
problems,matsaloli,matsaloli,negative
unqualified,rashin cancanta,rashin cancanta,negative
sagacity,sagacity,wayewa,positive
promising,alamar rahama,abin dogaro,positive
clamor,iƙirari,iƙirari,negative
criticize,soki,soki,negative
painfull,mai raɗaɗi,mai raɗaɗi,negative
tarry,jira,jira,negative
opportunities,dama,dama,positive
handier,Handier,mai sauki,positive
ranter,mai gudu,mai gudu,negative
undercuts,kayan aiki,ya rage farashi,negative
consistency,daidaito,daidaito,positive
mortuary,dakin ajiye gawa,dakin ajiye gawa,negative
lecher,lecher,jarababbe,negative
over-acted,wuce gona da iri,wuce makadi da rawa,negative
unimpressed,mara kyau,mara kyau,negative
erase,goge,goge,negative
confess,furta,furta,positive
disrespectable,rashin mutuntawa,rashin mutuntawa,negative
lackadaisical,rashin kulawa,rashin kulawa,negative
rigor,taurin kai,taurin kai,negative
distraughtly,cikin damuwa,cikin damuwa,negative
smut,smut,dauda,negative
participation,sa hannu,sa hannu,positive
explode,fashe,fashe,negative
adequacy,wadata,wadata,positive
promotes,inganta,yana ciyarwa gaba,positive
fatcat,kitse,mashahurin mai kudi,negative
immature,m,yarinta,negative
stranded,makale,makale,negative
impinge,tursasawa,tursasawa,negative
hashish,hashish,ciyawa,negative
derisiveness,derisiveness,kyakyata dariya,negative
splitting,tsaga,tsaga,negative
spookier,Karin bayani,mai razana sosai,negative
virus,ƙwayar cuta,ƙwayar cuta,negative
exaggerates,ƙari,yana kambamawa,negative
arraignment,gurfanarwa,gurfanarwa,negative
presentable,mai gabatarwa,mai gabatarwa,positive
entice,yaudare,yaudare,positive
condescension,kwanciyar hankali,kwanciyar hankali,negative
chagrin,ɓacin rai,ɓacin rai,negative
crowded,cunkosu,cunkosu,negative
cancer,ciwon daji,ciwon daji,negative
recklessly,ba tare da la'akari ba,ba tare da la'akari ba,negative
notoriety,sananne,sananne,positive
inequitable,rashin daidaito,rashin daidaito,negative
simplistic,mai sauƙin fahimta,mai sauƙin fahimta,negative
dissenter,mai rarrabawa,mai rarrabawa,negative
abominable,abin ƙyama,abin ƙyama,negative
waning,raguwa,raguwa,negative
indigent,talakawa,talakawa,negative
presumptuous,girman kai,girman kai,negative
feature-rich,fasali-mai arziki,mai abubuwa daban-daban,positive
stupified,tsantsanta,tsantsanta,negative
recidivism,sake dawowa,sake dawowa,negative
sass,sass,lafiyayye,negative
unsettled,ba a daidaita ba,ba a daidaita ba,negative
inviting,kira,kira,positive
flog,bulala,bulala,negative
appeased,kwantar da hankali,kwantar da hankali,positive
rotflmfao,rotflmfao,kyakayta dariya,positive
smuggler,mai fasa -kwauri,mai fasa -kwauri,negative
realistic,idon basira,idon basira,positive
ostensibly,mai yiwuwa,mai yiwuwa,negative
quitter,dakatar,mai dakatarwa,negative
mastery,ƙwarewa,ƙwarewa,positive
tremor,rawar jiki,rawar jiki,negative
boast,alfahari,alfahari,positive
surround,kewaye,kewaye,positive
damned,la'ane,la'ane,negative
loved,ƙaunatacce,ƙaunatacce,positive
swankiest,swankiest,ado mai tsada matuka,positive
pornographic,labarin batsa,labarin batsa,negative
downfallen,kasa,kasa,negative
pivot,pivot,mai muhimmanci,positive
supurbly,urbarin bayani,urbarin bayani,positive
smiling,murmushi,murmushi,positive
maddening,hauka,hauka,negative
enslavement,bautar,bautar,negative
discouragingly,karaya,karaya,negative
optimal,mafi kyau duka,mafi kyau duka,positive
brilliance,haske,haske,positive
allergic,rashin lafiyan,borin jini,negative
electricity,wutar lantarki,wutar lantarki,positive
stupid,wawa,wawa,negative
improvise,inganta,samar da abu,positive
structure,tsari,tsari,positive
fear,tsoro,tsoro,negative
horrifying,ban tsoro,ban tsoro,negative
halfway,rabiway,rabin hanya,negative
unsteadiness,rashin kwanciyar hankali,rashin kwanciyar hankali,negative
enrapture,zane,farin ciki,positive
hothead,hothead,zafin kai,negative
supremacy,fifiko,fifiko,negative
accusingly,zargi,a cikin zargi,negative
punishment,azaba,horarswa,negative
pretentious,mai annamimanci,mai annamimanci,negative
joy,farin ciki,farin ciki,positive
partisan,bangaranci,yan jam'iyya,negative
remorsefully,nadama,nadama,negative
unavoidably,ba makawa,ba makawa,negative
enflame,enflame,cinna wuta,negative
depravity,lalata,lalata,negative
opulent,wadata,wadata,positive
constrain,takura,takura,negative
revolver,revolver,bindiga mai juyawa,negative
rectifying,gyara,gyara,positive
intimate,m,na kusa,positive
domination,mamayewa,mamayewa,negative
deprive,hana,hana,negative
fond,m,sabawa,positive
mawkish,mawkish,raunin zuciya,negative
smells,wari,yana wari,negative
leeches,leeches,yana nacewa,negative
tinsel,tinsel,kwalliya,positive
raptured,fyaucewa,fyaucewa,positive
pneumonia,namoniya,tarin sanyi,negative
glory,daukaka,daukaka,positive
drastic,babba,babba,negative
enjoys,ji daɗi,yana jin dadi,positive
adulterier,zina,zina,negative
daft,daft,wawa,negative
vanity,girman kai,girman kai,negative
warlike,mai son yaƙi,mai son yaƙi,negative
expunge,fadada,fadada,negative
sciatica,sciatica,ciwon baya,negative
blameless,mara laifi,mara laifi,positive
exasperating,tsokana,tunzurar,negative
alleviate,sauƙaƙe,sauƙaƙe,positive
rescued,ceto,ceto,positive
macabre,macabre,mai damu,negative
barbarically,dabbanci,cikin dabbanci,negative
despised,raina,raina,negative
household,gida,lamarin gida,positive
hacks,masu fashin kwamfuta,masu kutse a yanar gizo,negative
rewards,lada,Yana sakawa,positive
physician,likita,likita,positive
cheer,gaisuwa,gaisuwa,positive
stabbed,soka,soka,negative
snarky,sarky,mai rigima da fushi,negative
fortuitous,mai yawan amfani,mai yawan amfani,positive
unconvincingly,unconvincingly,rashin yarda,negative
pinnacle,pinnacle,karshen nasara,positive
forsaken,watsi,watsi,negative
examplary,abin koyi,abin koyi,positive
servile,hidima,hidima,negative
victor,mai nasara,mai nasara,positive
loathed,ƙyama,ƙyama,negative
impartial,rashin son kai,rashin son kai,positive
god,allah,ubangiji,positive
shimmeringly,shimmeringly,cikin haskawa,positive
martyrdom-seeking,neman shahada,neman shahada,negative
impartiality,rashin son kai,rashin son kai,positive
penalize,hukunta,hukunta,negative
visitation,ziyara,ziyara,negative
weaknesses,kasawan,kasala,negative
thoughtlessness,rashin tunani,rashin tunani,negative
infiltration,kutsawa,kutsawa,negative
vicar,vicar,mataimakin jagoran majami'a,positive
unfortunate,rashin sa'a,rashin sa'a,negative
destruction,hallaka,hallaka,negative
contamination,gurbatawa,gurbatawa,negative
questioning,tambaya,abin tambaya,negative
homicide,kisan kai,kisan kai,negative
glamourous,kyakyawa,kyakyawa,positive
curious,son sani,son sani,positive
mudslinger,laka_wan,mai cin mutuncin jama'a,negative
unemployment,rashin aikin yi,rashin aikin yi,negative
two-faces,fuska biyu,fuska biyu,negative
nutritious,mai gina jiki,mai gina jiki,positive
laughably,dariya,cikin dariya,negative
diamond,lu'u-lu'u,lu'u-lu'u,positive
recommended,shawarar,shawarar,positive
gauche,gauche,mara nutsuwa,negative
subpoenas,ƙaramar takarda,ƙaramar takarda,negative
opportunity,dama,dama,positive
resist,tsayayya,tsayayya,negative
rowdy,m,mai surutai,negative
stealthy,mai sata,mai sata,negative
misbecome,rashin kyau,rashin kyau,negative
deliverance,kubutarwa,rarrabawa,positive
hypocritically,munafunci,munafunci,negative
ready,shirye,shirye,positive
kindness,alheri,alheri,positive
damnation,la'ana,la'ana,negative
compassionate,mai tausayi,mai tausayi,positive
commentator,mai sharhi,mai sharhi,positive
ferment,kumbura,kumbura,negative
blot,goge,goge,negative
inappropriate,bai dace ba,bai dace ba,negative
zeal,himma,himma,positive
aches,ciwo,ciwo,negative
astounding,ban mamaki,ban mamaki,positive
counter-productive,counter-m,gaza samarwa,negative
deranged,deranged,mara hankali,negative
capture,kamawa,kamawa,negative
sack,buhu,buhu,negative
allegiance,biyayya,biyayya,positive
evildoer,sharri,masharranci,negative
heckled,heckled,shegantaka,negative
wane,wane,karatowa,negative
brains,kwakwalwa,kwakwalwa,positive
sublime,daukaka,daukaka,positive
indoctrinating,indoctrinating,canjin ra'ayi,negative
flops,flops,ya kasa,negative
found,samu,samu,positive
sickly,rashin lafiya,rashin lafiya,negative
hate,ƙi,ƙi,negative
convert,tuba,tuba,positive
dishonor,rashin daraja,rashin daraja,negative
hymn,waƙar yabo,waƙar yabo,positive
synergistic,synergistic,gamayya,positive
divestment,karkatarwa,karkatarwa,negative
ulterior,na baya,na baya,negative
hoarse,m,rashin dadin murya,negative
manage,sarrafa,sarrafa,positive
ardent,m,sha'awa,positive
quarrels,rigima,yana rigima,negative
sculpture,sassaka,sassaka,positive
attest,shaida,shaida,positive
suffer,wahala,wahala,negative
wildcat,dabbar daji,dabbar daji,negative
perceptible,m,fahimta,positive
boast,alfahari,alfahari,negative
well-known,sananne,sananne,positive
playhouse,gidan wasa,gidan wasa,positive
toast,gasa,gasawa,positive
organization,kungiya,kungiya,positive
oppressor,azzalumi,azzalumi,negative
scum,kumbura,kumbura,negative
cranky,cranky,sabon abu,negative
noted,lura,lura,positive
proficiently,da gwaninta,da gwaninta,positive
labyrinth,labyrinth,sarkakiya,negative
hysterically,hysterically,mai tsada,negative
soot,toka,toka,negative
pious,ibada,ibada,positive
brilliances,brilliances,masu haskakawa,positive
ordnance,tsari,tsari,negative
fanfare,fansa,fansa,positive
believable,abin yarda,abin yarda,positive
delude,yaudara,yaudara,negative
regretted,nadama,nadama,negative
fast-growing,sauri-girma,saurin girma,positive
straggle,madaidaiciya,madaidaiciya,negative
inconsequential,wanda ba shi da mahimmanci,wanda ba shi da mahimmanci,negative
offer,tayin,tayi,positive
disintegrated,tarwatse,tarwatse,negative
servant,bawa,bawa,negative
intractable,m,wuyar sha'ani,negative
sobering,mai da hankali,mai da hankali,negative
cumbersome,cumbersome,wahalar sarrafuwa,negative
hush,yi shiru,yi shiru,positive
spellbound,haruffa,dau hankali,positive
fat-cat,kitse-kuli,mashahurin mai iko,negative
illogical,mara kyau,mara kyau,negative
geezer,geezer,dattijon kawai,negative
goofy,goofy,a kuskure,negative
circumcision,kaciya,kaciya,positive
profusion,yaduwa,yaduwa,negative
calumnious,maimaitawa,maimaitawa,negative
droopy,droopy,mara karfin guiwa,negative
obsessions,shagaltarwa,shagaltarwa,positive
liar,maƙaryaci,maƙaryaci,negative
greets,gaishe,yana gaisawa,positive
prickly,prickly,daukar alhaki,negative
admiringly,admiringly,a sha'awance,positive
raked,raked,kartawa,negative
steward,wakili,wakili,positive
warily,warily,cikin zargi,negative
painlessly,ba tare da jin zafi ba,ba tare da jin zafi ba,positive
jubilee,jubili,taron murna,positive
hostage,garkuwa,garkuwa,negative
donside,bayarwa,bayarwa,negative
deter,hana,hana,negative
laurel,laurel,yabon,positive
dissappointed,yankewa,yankewa,negative
disaster,bala'i,bala'i,negative
nitpicking,shayarwa,gano kananan kusakurai,negative
devastation,lalata,lalata,negative
catastrophic,masifa,mai masifa,negative
glad,murna,murna,positive
notorious,sananne,takadari,negative
cartoonish,barkwanci,barkwanci,negative
infest,infest,magance,negative
grumble,gunaguni,gunaguni,negative
charitable,sadaka,sadaka,positive
thicker,kauri,kauri,negative
pomp,fom,biki,negative
soup,miya,miya,positive
bowdlerize,kwanciya,kwanciya,negative
disparaged,disparage,kaskantarwa,negative
odor,wari,wari,negative
dirts,dirti,dauda,negative
substantial,gwaji,sosai,positive
cough,tari,tari,negative
futile,aikin banza,aikin banza,positive
debatable,muhawara,na cece-kuce,negative
beckon,beckon,jinjina,positive
whoooa,waye,waye,positive
pamper,lele,shagwaba,positive
rollicking,mirginawa,mirginawa,positive
slashes,yanka,yana yankewa,negative
aborts,zubar da ciki,yana zubar da ciki,negative
congratulatory,barka da warhaka,taya murna,positive
nourish,ciyar da abinci,ciyar da abinci,positive
occluded,ɓoye,ɓoye,negative
affected,abin ya shafa,wanda ya shafa,negative
prevents,yana hana,yana hanawa,negative
glare,haske,haske,negative
inhuman,mara mutuntaka,mara mutuntaka,negative
recalcitrant,sakewa,sakewa,negative
appreciates,yaba,yaba,positive
pre-eminent,pre-mashahuri,mashahuri,positive
irreducible,wanda ba zai iya ragewa ba,wanda ba zai iya ragewa ba,positive
matte,matte,curewa,negative
tiringly,tirjiya,tirjiya,negative
appeal,daukaka kara,daukaka kara,positive
creaking,creaking,rauni,negative
abundance,yawa,yawa,positive
interminable,m,mai tsayi,positive
exploitation,amfani,amfani,negative
farfetched,ba labari,ba labari,negative
motionless,m,mara motsi,negative
progressive,ci gaba,ci gaba,positive
smog,hayaki,hayaki,negative
accidents,hatsarori,hadurra,negative
suspicious,m,abin zargi,negative
sufferers,masu fama,masu fama,negative
justifiably,barata,gaskantacce,positive
profane,rashin ladabi,rashin ladabi,negative
eccentric,mai haɗari,mai haɗari,negative
debris,tarkace,tarkace,negative
dejection,ƙin yarda,ƙin yarda,negative
heartbreakingly,ajiyar zuciya,ajiyar zuciya,negative
disputable,jayayya,jayayya,negative
replenish,sake cika,sake cika,positive
tricked,yaudara,yaudara,negative
does not work,ba ya aiki,ba ya aiki,negative
deflation,kumbura,kumbura,negative
substantially,sosai,sosai,positive
regretful,nadama,mai nadama,negative
object,abu,abu,negative
sweets,Sweets,yana zakaka,positive
ineffectual,m,mara tasiri,negative
dreadfully,da fargaba,da fargaba,negative
